Customer_ID,Name,First_order,Total_orders,Total_revenue,Average_order_value,Time_to_2nd_purchase,Last_purchase,City , tier,Acquisition_channel,RePurchased
CUST-0016767,Harini Natarajan,6/19/2022,2,5264,2632,967,2/10/2025,Coimbatore , Tier 2,Influencer,Y
CUST-0016769,Madhav Bakshi,7/3/2022,1,1493,1493,,7/3/2022,Rajkot , Tier 2,Google,N
CUST-0016771,Ekapad Doctor,10/31/2025,1,2796,2796,,10/31/2025,Lucknow , Tier 2,Offline (Friends/Family),N
CUST-0016773,Bahadurjit Munshi,6/13/2023,2,4268,2134,178,12/8/2023,Bengaluru , Tier 1,Meta,Y
CUST-0016774,Tanvi Kota,5/25/2025,1,2763,2763,,5/25/2025,Surat , Tier 2,Google,N
CUST-0016783,Elijah Mall,11/2/2025,1,2481,2481,,11/2/2025,Ranchi , Tier 2,Meta,N
CUST-0016784,Zashil Bhakta,1/20/2024,1,3111,3111,,1/20/2024,Delhi , Tier 1,Instagram DM,N
CUST-0016788,Deepa Chaudry,3/24/2022,2,5277,2638.5,1137,5/5/2025,Mumbai , Tier 1,Instagram DM,Y
CUST-0016789,Hredhaan Merchant,10/18/2023,1,2659,2659,,10/18/2023,Bengaluru , Tier 1,Google,N
CUST-0016790,Teerth Rajan,1/30/2024,1,2169,2169,,1/30/2024,Vadodara , Tier 2,Influencer,N
CUST-0016791,Amara Palla,10/6/2023,2,4357,2178.5,183,4/6/2024,Mumbai , Tier 1,Meta,Y
CUST-0016792,Yashoda Patil,1/6/2024,5,15041,3008.2,76,7/2/2025,Vadodara , Tier 2,Google,Y
CUST-0016793,Osha Choudhary,12/22/2023,1,2605,2605,,12/22/2023,Coimbatore , Tier 2,Meta,N
CUST-0016794,Ekansh Iyengar,5/4/2024,2,5943,2971.5,545,11/1/2025,Jaipur , Tier 2,Organic Instagram,Y
CUST-0016795,Onveer Boase,7/13/2022,1,2165,2165,,7/13/2022,Mumbai , Tier 1,Google,N
CUST-0016796,Dalbir Bakshi,1/16/2023,2,4334,2167,341,12/24/2023,Dehradun , Tier 2,Meta,Y
CUST-0016797,Neel Krish,12/25/2022,1,1757,1757,,12/25/2022,Bengaluru , Tier 1,Meta,N
CUST-0016799,Ishita Wagle,1/10/2024,2,5560,2780,119,5/8/2024,Kolkata , Tier 1,Meta,Y
CUST-0016802,Samesh Grewal,4/22/2025,1,2938,2938,,4/22/2025,Gurgaon , Tier 2,Meta,N
CUST-0016804,Jhalak Dhaliwal,8/31/2023,2,5437,2718.5,604,4/26/2025,Ahmedabad , Tier 1,Meta,Y
CUST-0016805,Charvi Mann,4/16/2024,2,5572,2786,496,8/25/2025,Kanpur , Tier 2,Email/SMS,Y
CUST-0016807,Tanish Dugal,12/2/2023,2,4701,2350.5,360,11/26/2024,Ahmedabad , Tier 1,Google,Y
CUST-0016808,Leela Mitra,1/21/2024,1,2543,2543,,1/21/2024,Lucknow , Tier 2,Meta,N
CUST-0016810,Yash Kala,4/8/2023,2,5172,2586,449,7/1/2024,Delhi , Tier 1,Influencer,Y
CUST-0016811,Kamya Grewal,4/23/2023,2,4976,2488,336,3/24/2024,Bengaluru , Tier 1,Google,Y
CUST-0016813,Quincy Bakshi,8/4/2023,3,7657,2552.33,421,10/29/2025,Chennai , Tier 1,Meta,Y
CUST-0016817,Harita Dass,7/3/2025,2,6782,3391,123,11/4/2025,Mumbai , Tier 1,Organic Instagram,Y
CUST-0016818,Owen Manne,9/7/2022,5,12862,2572.4,172,7/25/2025,Mysuru , Tier 2,Meta,Y
CUST-0016819,Kabir Madan,12/25/2023,1,2162,2162,,12/25/2023,Chennai , Tier 1,Google,N
CUST-0016820,Sai Sood,5/17/2023,1,2714,2714,,5/17/2023,Rajkot , Tier 2,Meta,N
CUST-0016822,Tejas Rau,6/15/2022,3,7132,2377.33,346,6/1/2024,Chandigarh , Tier 2,Google,Y
CUST-0016823,Oliver Talwar,10/26/2023,3,7503,2501,425,12/28/2024,Dehradun , Tier 2,Meta,Y
CUST-0016827,Sudiksha Sodhi,9/29/2023,1,2503,2503,,9/29/2023,Gurgaon , Tier 2,Meta,N
CUST-0016828,Watika Palan,5/3/2023,1,2404,2404,,5/3/2023,Kolkata , Tier 1,Influencer,N
CUST-0016829,Ansh Divan,1/15/2025,1,4061,4061,,1/15/2025,Nagpur , Tier 2,Meta,N
CUST-0016831,Zilmil Agarwal,11/19/2023,2,5165,2582.5,194,5/31/2024,Mumbai , Tier 1,Influencer,Y
CUST-0016833,Pushti Gala,4/15/2022,2,4098,2049,836,7/29/2024,Pune , Tier 1,Meta,Y
CUST-0016841,Nihal Sankar,10/23/2025,1,2357,2357,,10/23/2025,Kolkata , Tier 1,Google,N
CUST-0016842,Jeremiah Banik,3/15/2022,1,1827,1827,,3/15/2022,Gurgaon , Tier 2,Email/SMS,N
CUST-0016847,Nirja Din,5/16/2022,2,4663,2331.5,853,9/16/2024,Noida , Tier 2,Influencer,Y
CUST-0016848,Maanas Ramachandran,6/17/2024,1,2544,2544,,6/17/2024,Hyderabad , Tier 1,Meta,N
CUST-0016855,Ronith Agate,8/28/2023,1,2781,2781,,8/28/2023,Ranchi , Tier 2,Meta,N
CUST-0016857,Chanakya Mishra,2/20/2022,2,3258,1629,320,1/6/2023,Noida , Tier 2,Instagram DM,Y
CUST-0016858,Januja Narang,6/29/2025,1,3762,3762,,6/29/2025,Bengaluru , Tier 1,Google,N
CUST-0016860,Bhavna Dixit,5/12/2025,1,2251,2251,,5/12/2025,Indore , Tier 2,Organic Instagram,N
CUST-0016861,Pavani Bansal,11/22/2025,1,2641,2641,,11/22/2025,Bengaluru , Tier 1,Meta,N
CUST-0016863,Nihal Chaudry,4/4/2022,2,3029,1514.5,356,3/26/2023,Indore , Tier 2,Meta,Y
CUST-0016864,Tanay Das,3/28/2024,1,3081,3081,,3/28/2024,Bengaluru , Tier 1,Meta,N
CUST-0016865,Devansh Dugar,4/15/2024,2,5640,2820,555,10/22/2025,Surat , Tier 2,Meta,Y
CUST-0016866,Saanvi Yadav,10/12/2022,3,6824,2274.67,258,7/26/2024,Bengaluru , Tier 1,Organic Instagram,Y
CUST-0016867,Jason Parmer,5/16/2022,5,11218,2243.6,138,1/23/2025,Jaipur , Tier 2,Meta,Y
CUST-0016868,Wakeeta Goyal,12/17/2022,1,1897,1897,,12/17/2022,Ludhiana , Tier 2,Meta,N
CUST-0016871,Shaurya Shroff,5/4/2025,2,6211,3105.5,199,11/20/2025,Jaipur , Tier 2,Influencer,Y
CUST-0016872,Daksha Mishra,9/6/2024,1,2472,2472,,9/6/2024,Bengaluru , Tier 1,Meta,N
CUST-0016875,Victor Prasad,8/14/2022,6,13728,2288,109,7/28/2025,Indore , Tier 2,Meta,Y
CUST-0016876,Devansh Wason,6/17/2025,1,3026,3026,,6/17/2025,Mysuru , Tier 2,Organic Instagram,N
CUST-0016880,Samar Badami,4/29/2023,1,1986,1986,,4/29/2023,Mumbai , Tier 1,Meta,N
CUST-0016881,Isaiah Kulkarni,12/20/2022,2,5491,2745.5,1087,12/12/2025,Ranchi , Tier 2,Meta,Y
CUST-0016883,Manthan Deshmukh,9/18/2023,3,6433,2144.33,28,12/26/2023,Nashik , Tier 2,Meta,Y
CUST-0016885,Ojasvi Bose,5/31/2022,3,7395,2465,301,8/31/2025,Kanpur , Tier 2,Meta,Y
CUST-0016886,Rachana Bhavsar,6/29/2025,1,3092,3092,,6/29/2025,Mumbai , Tier 1,Email/SMS,N
CUST-0016887,Xalak Kari,12/5/2025,1,2418,2418,,12/5/2025,Mumbai , Tier 1,Offline (Friends/Family),N
CUST-0016888,Faris Guha,3/4/2024,1,2056,2056,,3/4/2024,Nagpur , Tier 2,Google,N
CUST-0016889,Orinder Bahri,8/7/2025,1,3195,3195,,8/7/2025,Chennai , Tier 1,Meta,N
CUST-0016890,Urvashi Saran,1/7/2024,1,2409,2409,,1/7/2024,Kanpur , Tier 2,Meta,N
CUST-0016892,Dhruv Dhawan,7/22/2024,1,3017,3017,,7/22/2024,Surat , Tier 2,Google,N
CUST-0016893,Vritti Joshi,8/22/2024,2,6046,3023,465,11/30/2025,Indore , Tier 2,Google,Y
CUST-0016894,Unni Joshi,10/10/2022,3,6010,2003.33,439,2/29/2024,Vadodara , Tier 2,Email/SMS,Y
CUST-0016895,Zaitra Kota,3/28/2022,1,1350,1350,,3/28/2022,Kanpur , Tier 2,Meta,N
CUST-0016896,Wridesh Nanda,10/19/2022,2,5109,2554.5,577,5/18/2024,Dehradun , Tier 2,Google,Y
CUST-0016898,Oni Thaker,7/13/2025,1,4231,4231,,7/13/2025,Delhi , Tier 1,Influencer,N
CUST-0016899,Lekha Viswanathan,8/26/2024,1,2810,2810,,8/26/2024,Indore , Tier 2,Meta,N
CUST-0016900,Tarak Desai,11/8/2022,3,7704,2568,676,10/11/2024,Jaipur , Tier 2,Influencer,Y
CUST-0016901,Samar Chaudhry,9/13/2023,4,11758,2939.5,121,1/23/2025,Hyderabad , Tier 1,Organic Instagram,Y
CUST-0016903,Hritik Manda,7/28/2022,1,1598,1598,,7/28/2022,Pune , Tier 1,Meta,N
CUST-0016905,Girish Mohan,1/9/2024,1,3040,3040,,1/9/2024,Mysuru , Tier 2,Meta,N
CUST-0016906,Frederick Bhandari,2/6/2022,5,12317,2463.4,595,12/15/2024,Surat , Tier 2,Offline (Friends/Family),Y
CUST-0016907,Dominic Saraf,7/10/2025,1,2760,2760,,7/10/2025,Coimbatore , Tier 2,Influencer,N
CUST-0016908,Yamini Ray,8/6/2025,1,3228,3228,,8/6/2025,Pune , Tier 1,Google,N
CUST-0016909,Ronith Halder,8/17/2023,5,11407,2281.4,107,3/17/2024,Ahmedabad , Tier 1,Google,Y
CUST-0016911,Krisha Basu,10/28/2025,1,3367,3367,,10/28/2025,Delhi , Tier 1,Meta,N
CUST-0016914,Prisha Badami,7/26/2023,1,2089,2089,,7/26/2023,Gurgaon , Tier 2,Meta,N
CUST-0016915,Wakeeta Rai,6/26/2022,1,2196,2196,,6/26/2022,Visakhapatnam , Tier 2,Offline (Friends/Family),N
CUST-0016916,Warhi Dhar,6/15/2022,2,4947,2473.5,981,2/20/2025,Bhopal , Tier 2,Email/SMS,Y
CUST-0016918,Isaiah Sama,11/6/2024,1,2675,2675,,11/6/2024,Hyderabad , Tier 1,Influencer,N
CUST-0016919,Varsha Naidu,12/23/2022,2,4898,2449,1078,12/6/2025,Mumbai , Tier 1,Influencer,Y
CUST-0016921,Unni Grewal,10/29/2024,1,3103,3103,,10/29/2024,Pune , Tier 1,Google,N
CUST-0016923,Hardik Singh,2/7/2024,1,2670,2670,,2/7/2024,Nagpur , Tier 2,Email/SMS,N
CUST-0016925,Theodore Ganesan,1/8/2022,1,1719,1719,,1/8/2022,Vadodara , Tier 2,Meta,N
CUST-0016926,Ekavir Natt,12/28/2022,1,1950,1950,,12/28/2022,Indore , Tier 2,Email/SMS,N
CUST-0016931,Balveer Mane,5/10/2023,2,5019,2509.5,401,6/15/2024,Visakhapatnam , Tier 2,Google,Y
CUST-0016932,Shravya Gaba,7/2/2024,1,2364,2364,,7/2/2024,Hyderabad , Tier 1,Meta,N
CUST-0016939,Saanvi Bassi,7/23/2024,2,4605,2302.5,70,10/1/2024,Hyderabad , Tier 1,Influencer,Y
CUST-0016941,Caleb Mishra,3/29/2022,1,1918,1918,,3/29/2022,Mumbai , Tier 1,Google,N
CUST-0016943,Suhani Sood,4/2/2023,2,5151,2575.5,874,8/23/2025,Jaipur , Tier 2,Organic Instagram,Y
CUST-0016944,Upadhriti Khatri,1/27/2023,1,2044,2044,,1/27/2023,Coimbatore , Tier 2,Influencer,N
CUST-0016945,Chaitanya Mand,6/4/2025,1,2935,2935,,6/4/2025,Chennai , Tier 1,Meta,N
CUST-0016946,Zansi Gara,2/10/2023,2,5082,2541,436,4/21/2024,Delhi , Tier 1,Google,Y
CUST-0016947,Balvan Hans,7/8/2022,1,1897,1897,,7/8/2022,Kanpur , Tier 2,Meta,N
CUST-0016948,Manan Samra,12/10/2024,1,2545,2545,,12/10/2024,Indore , Tier 2,Google,N
CUST-0016949,Jai Shroff,12/29/2022,6,14535,2422.5,12,11/26/2025,Ahmedabad , Tier 1,Email/SMS,Y
CUST-0016951,Tristan Maharaj,5/23/2022,1,2280,2280,,5/23/2022,Indore , Tier 2,Organic Instagram,N
CUST-0016952,Janaki Gokhale,10/30/2024,1,2379,2379,,10/30/2024,Gurgaon , Tier 2,Meta,N
CUST-0016953,Lakshmi Sinha,6/30/2023,4,10721,2680.25,162,10/26/2024,Nashik , Tier 2,Meta,Y
CUST-0016955,Ishanvi Krishnamurthy,8/2/2024,1,3070,3070,,8/2/2024,Surat , Tier 2,Google,N
CUST-0016962,Omkaar Tandon,5/28/2024,3,9124,3041.33,445,10/20/2025,Lucknow , Tier 2,Email/SMS,Y
CUST-0016963,Triveni Bhargava,10/28/2025,1,3071,3071,,10/28/2025,Kolkata , Tier 1,Instagram DM,N
CUST-0016965,Janya Char,11/2/2022,2,4304,2152,515,4/1/2024,Bhopal , Tier 2,Meta,Y
CUST-0016966,Nisha Bhat,11/3/2022,1,1745,1745,,11/3/2022,Ludhiana , Tier 2,Influencer,N
CUST-0016967,Yamini Jayaraman,7/24/2024,1,3090,3090,,7/24/2024,Mumbai , Tier 1,Influencer,N
CUST-0016968,Atharv Narayanan,1/31/2023,1,1837,1837,,1/31/2023,Kochi , Tier 2,Offline (Friends/Family),N
CUST-0016969,Ayush Kothari,5/25/2024,1,2529,2529,,5/25/2024,Coimbatore , Tier 2,Organic Instagram,N
CUST-0016970,Balhaar Goswami,2/18/2023,2,5978,2989,912,8/18/2025,Indore , Tier 2,Influencer,Y
CUST-0016973,Ati Shere,5/3/2023,1,1810,1810,,5/3/2023,Coimbatore , Tier 2,Meta,N
CUST-0016974,Nathan Raja,6/8/2024,1,3028,3028,,6/8/2024,Ahmedabad , Tier 1,Meta,N
CUST-0016975,Radhika Madan,10/10/2024,1,2388,2388,,10/10/2024,Pune , Tier 1,Meta,N
CUST-0016976,Ikbal Chauhan,7/3/2025,1,3679,3679,,7/3/2025,Chennai , Tier 1,Email/SMS,N
CUST-0016978,Leena Dewan,1/4/2023,2,5383,2691.5,624,9/19/2024,Bengaluru , Tier 1,Email/SMS,Y
CUST-0016979,Krisha Vora,6/1/2024,2,5587,2793.5,139,10/19/2024,Surat , Tier 2,Meta,Y
CUST-0016982,Karan Badami,1/27/2023,1,1972,1972,,1/27/2023,Patna , Tier 2,Meta,N
CUST-0016983,Jagdish Saha,12/9/2022,4,10781,2695.25,661,11/25/2025,Lucknow , Tier 2,Meta,Y
CUST-0016984,Rajeshri Murty,9/8/2024,2,6023,3011.5,13,9/22/2024,Kochi , Tier 2,Meta,Y
CUST-0016985,Henry Gala,4/14/2022,2,4585,2292.5,500,8/28/2023,Visakhapatnam , Tier 2,Meta,Y
CUST-0016986,Wyatt Deo,1/27/2023,4,11927,2981.75,359,11/1/2025,Rajkot , Tier 2,Influencer,Y
CUST-0016987,Jacob Divan,10/27/2025,1,3456,3456,,10/27/2025,Kolkata , Tier 1,Meta,N
CUST-0016989,Vanya Bhardwaj,4/23/2025,1,3736,3736,,4/23/2025,Jaipur , Tier 2,Email/SMS,N
CUST-0016990,Warhi Saini,11/8/2024,2,4960,2480,26,12/5/2024,Surat , Tier 2,Influencer,Y
CUST-0016991,Gauri Dutta,6/7/2023,1,1959,1959,,6/7/2023,Lucknow , Tier 2,Google,N
CUST-0016993,Deepa Sethi,4/8/2022,1,1620,1620,,4/8/2022,Bengaluru , Tier 1,Meta,N
CUST-0016994,Banjeet Gala,6/19/2023,2,4390,2195,81,9/8/2023,Ahmedabad , Tier 1,Meta,Y
CUST-0016997,Ansh Kade,4/21/2022,2,4945,2472.5,1155,6/19/2025,Kanpur , Tier 2,Meta,Y
CUST-0016998,Amaira Chand,2/10/2025,3,9582,3194,91,5/28/2025,Jaipur , Tier 2,Meta,Y
CUST-0016999,Yauvani Vora,12/12/2025,1,3468,3468,,12/12/2025,Nashik , Tier 2,Instagram DM,N
CUST-0017000,Unni Issac,12/15/2022,2,4852,2426,29,1/14/2023,Kolkata , Tier 1,Meta,Y
CUST-0017001,Ladli Pandit,12/25/2025,1,3023,3023,,12/25/2025,Bengaluru , Tier 1,Google,N
CUST-0017004,Jairaj Rege,5/3/2023,1,2162,2162,,5/3/2023,Nashik , Tier 2,Meta,N
CUST-0017006,Hamsini Nigam,3/3/2022,2,5451,2725.5,1189,6/5/2025,Coimbatore , Tier 2,Google,Y
CUST-0017007,Ekbal Tata,4/29/2023,2,4442,2221,357,4/21/2024,Vadodara , Tier 2,Google,Y
CUST-0017009,Januja Solanki,7/31/2025,1,2537,2537,,7/31/2025,Patna , Tier 2,Meta,N
CUST-0017010,Shaurya Dasgupta,9/3/2023,1,2706,2706,,9/3/2023,Dehradun , Tier 2,Google,N
CUST-0017011,Ria Lanka,12/7/2025,1,3360,3360,,12/7/2025,Kanpur , Tier 2,Meta,N
CUST-0017012,Aadhya Jani,8/20/2022,3,7165,2388.33,782,11/7/2024,Hyderabad , Tier 1,Google,Y
CUST-0017013,Dhriti Sur,3/18/2025,1,3159,3159,,3/18/2025,Visakhapatnam , Tier 2,Email/SMS,N
CUST-0017016,Vanya Narain,5/15/2024,1,3392,3392,,5/15/2024,Surat , Tier 2,Offline (Friends/Family),N
CUST-0017017,Andrew Anne,10/1/2023,1,2078,2078,,10/1/2023,Mumbai , Tier 1,Meta,N
CUST-0017018,Yochana Batra,3/20/2022,4,9773,2443.25,392,12/23/2025,Pune , Tier 1,Organic Instagram,Y
CUST-0017019,Jalsa Vaidya,12/13/2025,1,2632,2632,,12/13/2025,Bengaluru , Tier 1,Meta,N
CUST-0017020,Mugdha Tak,6/2/2022,1,1692,1692,,6/2/2022,Bhubaneswar , Tier 2,Meta,N
CUST-0017021,Edhitha Parmer,3/21/2025,1,3828,3828,,3/21/2025,Noida , Tier 2,Google,N
CUST-0017024,Mugdha Sachdev,2/27/2024,1,2092,2092,,2/27/2024,Ahmedabad , Tier 1,Influencer,N
CUST-0017025,Vasatika Pingle,7/23/2023,1,2047,2047,,7/23/2023,Vadodara , Tier 2,Meta,N
CUST-0017027,Yadavi Puri,4/2/2025,1,2526,2526,,4/2/2025,Delhi , Tier 1,Meta,N
CUST-0017028,Kalpit Sachdev,11/6/2022,2,3470,1735,83,1/29/2023,Noida , Tier 2,Instagram DM,Y
CUST-0017029,Lakshit Radhakrishnan,3/13/2024,1,2793,2793,,3/13/2024,Vadodara , Tier 2,Meta,N
CUST-0017030,Faris Dhaliwal,12/14/2024,1,2794,2794,,12/14/2024,Noida , Tier 2,Meta,N
CUST-0017031,Samarth Sachdev,6/12/2022,1,1670,1670,,6/12/2022,Indore , Tier 2,Meta,N
CUST-0017032,Urvashi Wali,2/23/2023,1,2005,2005,,2/23/2023,Mumbai , Tier 1,Meta,N
CUST-0017033,Imaran Patla,3/17/2023,2,4805,2402.5,207,10/10/2023,Bhubaneswar , Tier 2,Google,Y
CUST-0017035,Ishita Issac,3/5/2022,1,1917,1917,,3/5/2022,Chandigarh , Tier 2,Influencer,N
CUST-0017038,Ishita D’Alia,11/20/2025,1,2902,2902,,11/20/2025,Chennai , Tier 1,Meta,N
CUST-0017039,Yauvani Sachar,10/11/2023,1,2114,2114,,10/11/2023,Nagpur , Tier 2,Meta,N
CUST-0017040,Lakshmi Hegde,12/3/2025,1,3217,3217,,12/3/2025,Delhi , Tier 1,Meta,N
CUST-0017041,Vanya Bhakta,10/11/2024,1,2458,2458,,10/11/2024,Coimbatore , Tier 2,Organic Instagram,N
CUST-0017044,Teerth Sundaram,2/14/2025,1,2991,2991,,2/14/2025,Pune , Tier 1,Meta,N
CUST-0017045,Dhruv Shankar,8/15/2024,1,3059,3059,,8/15/2024,Bengaluru , Tier 1,Email/SMS,N
CUST-0017046,Nandini Sastry,6/27/2022,1,1543,1543,,6/27/2022,Lucknow , Tier 2,Meta,N
CUST-0017047,Divya Salvi,3/21/2022,1,1426,1426,,3/21/2022,Nashik , Tier 2,Email/SMS,N
CUST-0017049,Yachana Sura,12/24/2024,1,2958,2958,,12/24/2024,Delhi , Tier 1,Meta,N
CUST-0017050,Aarav Menon,3/14/2025,1,3158,3158,,3/14/2025,Pune , Tier 1,Instagram DM,N
CUST-0017051,Ishanvi Srivastava,11/4/2024,1,2908,2908,,11/4/2024,Mumbai , Tier 1,Google,N
CUST-0017054,Ekta Dhar,1/17/2024,1,2340,2340,,1/17/2024,Ludhiana , Tier 2,Meta,N
CUST-0017055,Abdul Dayal,5/29/2024,1,2639,2639,,5/29/2024,Vadodara , Tier 2,Influencer,N
CUST-0017058,Kai Ramesh,5/6/2023,1,1762,1762,,5/6/2023,Lucknow , Tier 2,Email/SMS,N
CUST-0017059,Lajita Apte,12/27/2022,1,1523,1523,,12/27/2022,Bengaluru , Tier 1,Organic Instagram,N
CUST-0017062,Darsh Mitra,4/4/2022,1,1675,1675,,4/4/2022,Delhi , Tier 1,Influencer,N
CUST-0017063,Anmol Desai,7/25/2023,1,2639,2639,,7/25/2023,Mumbai , Tier 1,Email/SMS,N
CUST-0017064,Barkha Vig,12/10/2025,1,3459,3459,,12/10/2025,Mumbai , Tier 1,Meta,N
CUST-0017065,Xiti Parsa,4/10/2022,2,3903,1951.5,626,12/28/2023,Bhopal , Tier 2,Meta,Y
CUST-0017066,Balhaar Pathak,3/12/2023,2,5720,2860,761,4/12/2025,Jaipur , Tier 2,Google,Y
CUST-0017068,Widisha Aggarwal,10/29/2025,1,3500,3500,,10/29/2025,Indore , Tier 2,Meta,N
CUST-0017070,Januja Koshy,1/10/2022,4,8975,2243.75,255,1/16/2025,Ahmedabad , Tier 1,Organic Instagram,Y
CUST-0017071,Bhanumati Dada,3/10/2024,1,2326,2326,,3/10/2024,Kochi , Tier 2,Organic Instagram,N
CUST-0017074,Pallavi Batta,5/15/2022,1,2023,2023,,5/15/2022,Mumbai , Tier 1,Google,N
CUST-0017075,Jai Edwin,6/15/2025,1,2771,2771,,6/15/2025,Bengaluru , Tier 1,Meta,N
CUST-0017076,Ikbal Kadakia,4/9/2022,2,4427,2213.5,745,4/24/2024,Indore , Tier 2,Organic Instagram,Y
CUST-0017077,Raagini Lad,1/10/2022,2,4150,2075,1117,1/31/2025,Delhi , Tier 1,Meta,Y
CUST-0017079,Ishwar Sinha,12/28/2022,2,5347,2673.5,378,1/11/2024,Chennai , Tier 1,Meta,Y
CUST-0017081,Alka Gala,6/22/2024,1,2626,2626,,6/22/2024,Mumbai , Tier 1,Meta,N
CUST-0017082,Yasti Soni,9/22/2025,1,3228,3228,,9/22/2025,Bengaluru , Tier 1,Influencer,N
CUST-0017083,Zinal Chaudhari,5/13/2022,2,3376,1688,8,5/21/2022,Delhi , Tier 1,Organic Instagram,Y
CUST-0017084,Zayan Wali,5/16/2023,4,10415,2603.75,693,12/16/2025,Indore , Tier 2,Email/SMS,Y
CUST-0017085,Advik Parekh,10/17/2022,1,1894,1894,,10/17/2022,Jaipur , Tier 2,Meta,N
CUST-0017087,Indali Chadha,7/12/2022,2,5436,2718,961,2/27/2025,Bhubaneswar , Tier 2,Meta,Y
CUST-0017089,Keya Muni,10/31/2023,1,2420,2420,,10/31/2023,Dehradun , Tier 2,Email/SMS,N
CUST-0017090,Gautami Banerjee,7/10/2024,1,2283,2283,,7/10/2024,Pune , Tier 1,Meta,N
CUST-0017092,Mahika Som,7/9/2024,1,2760,2760,,7/9/2024,Bhopal , Tier 2,Influencer,N
CUST-0017093,Nirja Dhingra,3/3/2023,1,1654,1654,,3/3/2023,Surat , Tier 2,Meta,N
CUST-0017096,Girindra Raman,7/14/2025,1,2682,2682,,7/14/2025,Bhubaneswar , Tier 2,Meta,N
CUST-0017097,Waida Sodhi,1/26/2022,3,6923,2307.67,417,10/14/2025,Ahmedabad , Tier 1,Email/SMS,Y
CUST-0017098,Damyanti Prabhu,8/13/2025,1,3251,3251,,8/13/2025,Coimbatore , Tier 2,Meta,N
CUST-0017099,Chaitanya Kapoor,10/19/2025,1,3278,3278,,10/19/2025,Jaipur , Tier 2,Google,N
CUST-0017103,Rudra Dhar,8/9/2024,2,6068,3034,256,4/22/2025,Hyderabad , Tier 1,Email/SMS,Y
CUST-0017104,Triya Shroff,10/23/2024,1,3275,3275,,10/23/2024,Ranchi , Tier 2,Meta,N
CUST-0017111,Bimala Ranganathan,10/9/2023,1,1931,1931,,10/9/2023,Hyderabad , Tier 1,Meta,N
CUST-0017115,Hemani Chacko,9/30/2022,2,4129,2064.5,181,3/30/2023,Surat , Tier 2,Meta,Y
CUST-0017117,Ekansh Hayre,2/23/2025,1,3078,3078,,2/23/2025,Delhi , Tier 1,Instagram DM,N
CUST-0017120,Mahika Sheth,4/11/2024,1,2931,2931,,4/11/2024,Chandigarh , Tier 2,Influencer,N
CUST-0017121,Warhi Parikh,11/9/2025,1,3116,3116,,11/9/2025,Mumbai , Tier 1,Google,N
CUST-0017122,Chakrika Kale,12/16/2023,1,2266,2266,,12/16/2023,Bengaluru , Tier 1,Meta,N
CUST-0017125,Darsh Deep,4/18/2022,1,2084,2084,,4/18/2022,Ahmedabad , Tier 1,Meta,N
CUST-0017127,Wishi Sanghvi,1/20/2022,1,1479,1479,,1/20/2022,Mumbai , Tier 1,Influencer,N
CUST-0017128,Nidra Mallick,3/3/2025,1,3008,3008,,3/3/2025,Noida , Tier 2,Google,N
CUST-0017130,Mekhala Badal,11/23/2025,1,3218,3218,,11/23/2025,Visakhapatnam , Tier 2,Meta,N
CUST-0017131,Charita Ben,8/3/2024,1,2273,2273,,8/3/2024,Bengaluru , Tier 1,Offline (Friends/Family),N
CUST-0017132,Gunbir Wali,5/4/2024,1,3513,3513,,5/4/2024,Delhi , Tier 1,Influencer,N
CUST-0017137,Jai Dave,6/16/2023,2,4272,2136,477,10/5/2024,Ahmedabad , Tier 1,Meta,Y
CUST-0017138,Vidhi Chauhan,11/16/2022,4,10512,2628,301,12/3/2024,Chennai , Tier 1,Meta,Y
CUST-0017139,Yagnesh Khare,12/31/2022,2,4350,2175,381,1/17/2024,Mumbai , Tier 1,Meta,Y
CUST-0017140,Prisha Ramesh,4/8/2023,1,2437,2437,,4/8/2023,Chennai , Tier 1,Meta,N
CUST-0017141,Yashoda Desai,4/14/2022,1,1735,1735,,4/14/2022,Dehradun , Tier 2,Influencer,N
CUST-0017144,Neha Kuruvilla,8/10/2023,1,1803,1803,,8/10/2023,Coimbatore , Tier 2,Google,N
CUST-0017146,Rajeshri Bali,6/3/2023,1,2520,2520,,6/3/2023,Ahmedabad , Tier 1,Instagram DM,N
CUST-0017147,Ridhi Palla,1/14/2023,4,9893,2473.25,346,12/10/2024,Lucknow , Tier 2,Influencer,Y
CUST-0017150,Amara Dugar,9/18/2023,1,2449,2449,,9/18/2023,Mumbai , Tier 1,Influencer,N
CUST-0017152,Neelima Dani,5/17/2023,1,2687,2687,,5/17/2023,Indore , Tier 2,Meta,N
CUST-0017154,Liam Chokshi,4/25/2023,2,3988,1994,242,12/24/2023,Mumbai , Tier 1,Influencer,Y
CUST-0017157,Ekaja Kunda,9/7/2022,2,4203,2101.5,1173,11/23/2025,Kanpur , Tier 2,Meta,Y
CUST-0017158,Brijesh Andra,9/5/2023,1,1704,1704,,9/5/2023,Pune , Tier 1,Meta,N
CUST-0017159,Maya Chaudhary,2/19/2024,3,8926,2975.33,86,12/10/2024,Mumbai , Tier 1,Organic Instagram,Y
CUST-0017160,Indali Krish,12/12/2023,1,2440,2440,,12/12/2023,Chennai , Tier 1,Google,N
CUST-0017161,Peter Kashyap,8/30/2023,2,4136,2068,35,10/5/2023,Mysuru , Tier 2,Email/SMS,Y
